日期,平均氣溫(℃),溫差(℃),平均相對溼度(%),日照時數(小時),降水時數(小時),日累積降水量(mm)
2022-10-20,25.7,8.4,63.0,8.0,0.0,0.0
2022-10-21,25.8,8.6,72.0,9.1,0.0,0.0
2022-10-22,26.0,5.8,83.0,0.1,1.2,0.0
2022-10-23,25.8,5.5,83.0,0.4,1.3,0.0
2022-10-24,24.6,6.9,67.0,2.4,0.0,0.0
2022-10-25,23.9,6.4,65.0,1.6,0.0,0.0
2022-10-26,24.9,6.6,63.0,8.8,0.0,0.0
2022-10-27,25.7,5.3,70.0,9.7,0.0,0.0
2022-10-28,25.8,7.1,75.0,10.1,0.0,0.0
2022-10-29,25.9,7.8,73.0,9.2,0.0,0.0
2022-10-30,25.8,7.5,75.0,4.0,1.4,0.0
2022-10-31,23.5,3.8,90.0,0.0,13.0,3.0
2022-11-01,24.3,7.8,75.0,3.9,1.3,1.0
2022-11-02,24.8,8.5,76.0,6.1,0.0,0.0
2022-11-03,25.4,7.3,83.0,6.1,0.0,0.0
2022-11-04,25.1,8.2,81.0,7.4,0.0,0.0
2022-11-05,22.7,5.1,76.0,0.1,0.0,0.0
2022-11-06,23.2,8.5,75.0,3.8,0.0,0.0
2022-11-07,24.3,8.5,80.0,7.1,0.0,0.0
2022-11-08,24.9,6.0,82.0,3.6,0.0,0.0
2022-11-09,24.8,7.3,84.0,9.1,0.0,0.0
2022-11-10,25.6,7.3,82.0,10.2,0.0,0.0
2022-11-11,25.8,6.1,82.0,9.1,0.0,0.0
2022-11-12,26.0,7.2,83.0,8.8,0.0,0.0
2022-11-13,25.1,7.3,87.0,4.4,0.0,0.0
2022-11-14,25.0,8.0,84.0,6.2,0.0,0.0
2022-11-15,24.7,6.4,82.0,8.4,0.0,0.0
2022-11-16,24.8,7.0,83.0,7.9,0.0,0.0
2022-11-17,25.4,7.7,79.0,9.0,0.0,0.0
2022-11-18,25.2,8.7,84.0,8.4,0.0,0.0
2022-11-19,25.3,7.3,83.0,8.1,0.0,0.0
2022-11-20,25.2,7.2,83.0,6.0,0.0,0.0
2022-11-21,25.2,5.4,82.0,6.9,0.0,0.0
2022-11-22,25.3,5.1,84.0,0.4,0.4,0.0
2022-11-23,25.7,6.6,83.0,1.7,0.3,0.0
2022-11-24,25.2,6.9,79.0,3.0,0.0,0.0
2022-11-25,25.3,7.0,82.0,8.4,0.7,0.0
2022-11-26,24.8,5.4,75.0,4.5,0.0,0.0
2022-11-27,25.0,5.4,79.0,3.7,0.0,0.0
2022-11-28,26.9,8.3,77.0,7.9,0.0,0.0
2022-11-29,27.2,6.6,81.0,10.2,0.0,0.0
2022-11-30,24.3,7.6,76.0,5.9,0.0,0.0
2022-12-01,21.8,7.4,71.0,9.0,0.0,0.0
2022-12-02,21.8,7.7,76.0,8.9,0.0,0.0
2022-12-03,22.9,8.9,80.0,10.1,0.0,0.0
2022-12-04,23.0,6.5,85.0,5.3,0.0,0.0
2022-12-05,21.4,8.5,76.0,9.4,0.0,0.0
2022-12-06,20.4,7.7,72.0,5.4,0.0,0.0
2022-12-07,21.6,7.8,72.0,9.4,0.0,0.0
2022-12-08,20.9,9.4,75.0,10.2,0.0,0.0
2022-12-09,20.5,7.0,76.0,10.1,0.0,0.0
2022-12-10,21.1,8.3,76.0,7.0,0.0,0.0
2022-12-11,20.6,8.2,73.0,8.6,0.0,0.0
2022-12-12,19.5,7.0,71.0,3.1,0.0,0.0
2022-12-13,19.1,7.3,72.0,6.2,0.0,0.0
2022-12-14,18.0,4.9,73.0,2.0,0.0,0.0
2022-12-15,19.5,7.9,76.0,6.4,0.0,0.0
2022-12-16,20.8,7.0,80.0,3.4,0.3,0.0
2022-12-17,15.4,7.7,83.0,0.1,10.8,7.0
2022-12-18,12.7,4.4,57.0,2.7,0.0,0.0
2022-12-19,15.6,9.7,66.0,3.6,0.0,0.0
2022-12-20,17.7,8.2,75.0,10.0,0.0,0.0
2022-12-21,17.8,7.3,78.0,9.1,0.0,0.0
2022-12-22,16.8,9.6,40.0,10.2,0.0,0.0
2022-12-23,15.4,9.0,47.0,9.9,0.0,0.0
2022-12-24,14.3,9.9,44.0,9.9,0.0,0.0
2022-12-25,14.5,10.1,50.0,10.1,0.0,0.0
2022-12-26,15.9,10.6,66.0,9.9,0.0,0.0
2022-12-27,17.1,11.5,69.0,10.0,0.0,0.0
2022-12-28,18.0,10.4,72.0,9.0,0.0,0.0
2022-12-29,17.5,4.0,80.0,0.0,0.0,0.0
2022-12-30,17.8,5.5,81.0,0.5,0.0,0.0
2022-12-31,18.4,8.6,77.0,5.5,0.0,0.0
2023-01-01,18.7,4.2,87.0,0.0,1.6,0.0
2023-01-02,18.4,2.1,98.0,0.0,7.1,0.5
2023-01-03,18.0,5.3,86.0,1.4,0.0,0.0
2023-01-04,18.3,7.7,78.0,7.7,0.0,0.0
2023-01-05,19.2,9.1,86.0,6.2,0.0,0.0
2023-01-06,19.1,5.9,84.0,5.6,0.0,0.0
2023-01-07,19.8,8.2,69.0,5.9,0.0,0.0
2023-01-08,19.9,7.4,73.0,7.8,0.0,0.0
2023-01-09,19.7,8.3,83.0,8.8,0.0,0.0
2023-01-10,19.9,5.2,85.0,1.2,0.0,0.0
2023-01-11,19.7,5.8,89.0,1.9,1.3,0.0
2023-01-12,20.7,7.6,85.0,3.9,0.0,0.0
2023-01-13,23.3,9.3,79.0,9.4,0.0,0.0
2023-01-14,24.6,6.2,78.0,7.8,0.0,0.0
2023-01-15,20.6,10.3,81.0,7.0,0.0,0.0
2023-01-16,15.9,5.9,71.0,7.2,0.2,0.0
2023-01-17,16.3,8.6,76.0,9.6,0.0,0.0
2023-01-18,16.1,6.7,77.0,7.7,0.0,0.0
2023-01-19,17.0,10.0,74.0,8.4,0.0,0.0
2023-01-20,17.9,8.5,76.0,3.1,0.0,0.0
2023-01-21,18.2,9.1,78.0,9.6,0.0,0.0
2023-01-22,20.0,9.6,78.0,7.4,0.0,0.0
2023-01-23,19.8,8.0,79.0,5.9,0.0,0.0
2023-01-24,14.5,7.1,63.0,7.8,0.0,0.0
2023-01-25,13.5,9.1,58.0,10.0,0.0,0.0
2023-01-26,16.5,9.5,68.0,10.3,0.0,0.0
2023-01-27,14.9,8.8,63.0,10.2,0.0,0.0
2023-01-28,12.1,8.1,51.0,9.8,0.0,0.0
2023-01-29,13.7,10.9,62.0,7.4,0.0,0.0
2023-01-30,15.8,12.2,66.0,10.4,0.0,0.0
2023-01-31,16.8,10.1,64.0,10.4,0.0,0.0
2023-02-01,20.5,11.4,52.0,3.6,0.0,0.0
2023-02-02,19.7,9.5,71.0,9.4,0.0,0.0
2023-02-03,18.7,8.2,77.0,5.4,0.0,0.0
2023-02-04,18.9,9.2,81.0,5.9,0.0,0.0
2023-02-05,18.9,8.6,85.0,2.9,0.0,0.0
2023-02-06,20.4,9.5,81.0,0.4,0.3,0.0
2023-02-07,20.9,9.5,81.0,10.3,0.0,0.0
2023-02-08,19.8,8.6,85.0,7.8,0.0,0.0
2023-02-09,20.2,8.1,82.0,4.5,0.0,0.0
2023-02-10,23.1,10.0,75.0,8.1,0.0,0.0
2023-02-11,21.4,9.9,81.0,9.8,0.0,0.0
2023-02-12,23.7,9.9,78.0,10.7,0.0,0.0
2023-02-13,24.9,10.0,78.0,10.1,0.0,0.0
2023-02-14,16.1,7.0,79.0,0.0,0.7,0.0
2023-02-15,14.8,7.1,63.0,4.6,0.0,0.0
2023-02-16,16.6,9.4,65.0,9.8,0.0,0.0
2023-02-17,17.9,9.1,76.0,10.4,0.0,0.0
2023-02-18,19.5,12.0,79.0,9.3,0.0,0.0
2023-02-19,19.5,10.9,80.0,6.6,0.0,0.0
2023-02-20,17.8,7.6,68.0,1.9,0.0,0.0
2023-02-21,17.1,8.9,63.0,6.7,0.0,0.0
2023-02-22,16.3,7.1,74.0,10.1,0.0,0.0
2023-02-23,18.0,8.5,82.0,7.8,0.0,0.0
2023-02-24,17.4,7.6,86.0,6.6,0.0,0.0
2023-02-25,16.4,7.2,70.0,2.6,0.0,0.0
2023-02-26,15.8,7.3,60.0,9.5,0.0,0.0
2023-02-27,16.6,9.3,67.0,10.4,0.0,0.0
2023-02-28,17.1,8.1,82.0,10.5,0.0,0.0
2023-03-01,18.8,11.9,75.0,10.5,0.0,0.0
2023-03-02,18.0,9.4,67.0,10.4,0.0,0.0
2023-03-03,17.4,8.7,66.0,10.4,0.0,0.0
2023-03-04,18.4,9.9,71.0,10.2,0.0,0.0
2023-03-05,18.8,11.7,63.0,10.9,0.0,0.0
2023-03-06,19.5,8.6,66.0,10.7,0.0,0.0
2023-03-07,20.7,7.1,57.0,9.7,0.0,0.0
2023-03-08,21.2,8.0,50.0,10.8,0.0,0.0
2023-03-09,21.3,8.7,51.0,10.6,0.0,0.0
2023-03-10,22.1,6.9,61.0,10.4,0.0,0.0
2023-03-11,22.8,6.8,63.0,10.4,0.0,0.0
2023-03-12,22.2,8.9,66.0,10.2,0.0,0.0
2023-03-13,18.9,8.5,64.0,3.9,0.0,0.0
2023-03-14,20.3,9.2,64.0,8.5,0.0,0.0
2023-03-15,21.9,8.5,69.0,9.5,0.0,0.0
2023-03-16,22.3,7.9,76.0,9.3,0.0,0.0
2023-03-17,22.7,8.0,75.0,10.3,0.0,0.0
2023-03-18,22.6,7.7,73.0,8.8,0.0,0.0
2023-03-19,22.0,8.5,75.0,10.1,0.0,0.0
2023-03-20,23.7,8.3,74.0,9.2,0.0,0.0
2023-03-21,24.7,6.0,78.0,8.7,0.0,0.0
2023-03-22,24.9,4.6,81.0,10.7,0.0,0.0
2023-03-23,24.8,5.7,78.0,9.3,0.0,0.0
2023-03-24,26.0,8.2,67.0,10.7,0.0,0.0
2023-03-25,23.8,9.3,77.0,9.0,0.7,0.0
2023-03-26,21.5,8.7,79.0,0.0,1.6,0.0
2023-03-27,20.3,9.3,75.0,4.1,0.0,0.0
2023-03-28,21.0,10.3,77.0,8.4,0.6,0.0
2023-03-29,21.4,6.4,84.0,3.2,0.0,0.0
2023-03-30,22.6,9.7,79.0,8.8,0.0,0.0
2023-03-31,22.4,9.4,73.0,6.9,0.0,0.0
2023-04-01,21.2,2.6,87.0,0.1,2.4,0.5
2023-04-02,24.1,9.5,78.0,10.0,0.0,0.0
2023-04-03,24.5,5.9,74.0,10.1,0.0,0.0
2023-04-04,24.6,5.5,74.0,6.9,0.0,0.0
2023-04-05,25.7,8.2,72.0,8.5,0.0,0.0
2023-04-06,26.3,4.0,79.0,6.0,0.0,0.0
2023-04-07,23.3,8.0,77.0,2.7,0.2,0.0
2023-04-08,22.0,8.7,59.0,7.4,0.0,0.0
2023-04-09,22.4,5.1,63.0,9.8,0.0,0.0
2023-04-10,23.4,7.1,66.0,10.8,0.0,0.0
2023-04-11,24.9,7.2,63.0,10.5,0.0,0.0
2023-04-12,24.8,5.9,72.0,7.0,0.0,0.0
2023-04-13,24.3,6.8,81.0,9.3,0.0,0.0
2023-04-14,25.6,10.3,77.0,8.4,0.0,0.0
2023-04-15,27.2,5.3,69.0,7.7,0.0,0.0
2023-04-16,26.7,6.5,73.0,9.4,0.0,0.0
2023-04-17,27.0,7.7,71.0,10.7,0.0,0.0
2023-04-18,28.1,8.7,68.0,6.1,0.0,0.0
2023-04-19,28.0,5.0,76.0,6.3,0.2,0.0
2023-04-20,26.4,4.9,79.0,0.8,0.9,0.5
2023-04-21,25.8,5.1,79.0,2.5,1.0,0.0
2023-04-22,26.4,7.5,73.0,8.9,0.0,0.0
2023-04-23,26.0,8.3,73.0,8.6,0.0,0.0
2023-04-24,25.1,7.3,81.0,3.6,0.0,0.0
2023-04-25,24.5,7.2,78.0,1.6,0.0,0.0
2023-04-26,24.7,7.7,69.0,7.4,0.0,0.0
2023-04-27,25.3,8.7,63.0,9.0,0.0,0.0
2023-04-28,26.4,8.9,70.0,11.0,0.0,0.0
2023-04-29,27.6,8.2,66.0,10.8,0.0,0.0
2023-04-30,26.5,8.2,71.0,9.8,0.0,0.0
2023-05-01,25.8,9.4,66.0,10.0,0.0,0.0
2023-05-02,26.6,7.6,69.0,11.4,0.0,0.0
2023-05-03,26.9,7.3,73.0,9.5,0.0,0.0
2023-05-04,28.1,7.1,68.0,12.1,0.0,0.0
2023-05-05,28.7,6.6,74.0,11.4,0.0,0.0
2023-05-06,29.0,6.4,73.0,11.8,0.0,0.0
2023-05-07,27.7,6.4,77.0,0.6,3.8,14.5
2023-05-08,25.1,6.5,79.0,4.0,1.8,1.5
2023-05-09,23.1,6.1,69.0,0.7,0.0,0.0
2023-05-10,24.7,5.9,67.0,11.5,0.0,0.0
2023-05-11,25.8,5.5,69.0,3.9,0.0,0.0
2023-05-12,25.9,4.9,74.0,3.5,0.0,0.0
2023-05-13,25.7,6.0,75.0,1.9,1.0,0.0
2023-05-14,25.8,5.2,70.0,0.3,0.5,0.0
2023-05-15,24.9,4.0,84.0,0.1,5.0,5.0
2023-05-16,26.0,6.3,78.0,0.5,2.0,1.0
2023-05-17,27.7,6.5,74.0,11.8,0.0,0.0
2023-05-18,28.7,4.3,81.0,4.3,0.0,0.0
2023-05-19,28.3,5.1,82.0,4.4,0.5,1.5
2023-05-20,28.4,4.9,78.0,6.5,0.6,0.0
2023-05-21,28.9,5.1,76.0,9.8,0.0,0.0
2023-05-22,29.3,4.9,77.0,9.4,0.0,0.0
2023-05-23,27.4,5.9,80.0,1.2,1.1,4.0
2023-05-24,27.4,6.6,74.0,3.7,0.0,0.0
2023-05-25,28.8,7.6,71.0,9.3,0.0,0.0
2023-05-26,28.9,5.3,72.0,5.5,0.1,0.0
2023-05-27,28.6,4.2,73.0,3.8,0.0,0.0
2023-05-28,28.4,5.8,75.0,8.4,0.0,0.0
2023-05-29,29.0,4.9,73.0,11.3,0.0,0.0
2023-05-30,29.7,6.6,72.0,5.0,0.5,0.5
2023-05-31,29.2,5.3,75.0,3.1,0.8,0.5
2023-06-01,28.6,5.7,75.0,7.0,0.0,0.0
2023-06-02,29.4,6.5,79.0,10.8,0.0,0.0
2023-06-03,29.0,5.0,80.0,4.2,1.8,9.0
2023-06-04,30.0,6.7,71.0,7.0,0.0,0.0
2023-06-05,29.5,5.4,76.0,7.8,0.0,0.0
2023-06-06,29.6,5.5,74.0,11.1,0.0,0.0
2023-06-07,29.5,5.2,76.0,11.1,0.0,0.0
2023-06-08,29.5,4.7,76.0,10.3,0.0,0.0
2023-06-09,29.9,4.8,75.0,10.0,0.0,0.0
2023-06-10,29.5,5.5,75.0,5.5,0.2,0.0
2023-06-11,28.7,6.0,81.0,1.2,3.6,34.5
2023-06-12,27.0,5.0,92.0,1.3,9.6,65.0
2023-06-13,27.7,6.2,88.0,3.1,2.8,24.0
2023-06-14,28.5,5.9,83.0,3.1,2.8,7.5
2023-06-15,27.4,5.1,84.0,1.0,4.3,13.5
2023-06-16,28.4,6.9,79.0,2.1,1.1,0.5
2023-06-17,29.3,4.3,81.0,0.6,0.0,0.0
2023-06-18,29.9,5.6,78.0,8.3,0.0,0.0
2023-06-19,30.2,5.9,72.0,11.4,0.0,0.0
2023-06-20,30.1,4.9,75.0,11.2,0.0,0.0
2023-06-21,30.1,4.9,75.0,10.0,0.1,0.0
2023-06-22,29.9,5.0,76.0,8.2,0.3,1.5
2023-06-23,29.9,5.1,75.0,9.2,0.4,0.5
2023-06-24,30.2,5.4,71.0,12.2,0.0,0.0
2023-06-25,30.4,6.2,70.0,9.7,0.0,0.0
2023-06-26,29.4,9.1,74.0,8.2,0.7,23.0
2023-06-27,29.9,8.1,72.0,7.2,1.1,0.5
2023-06-28,29.9,5.6,73.0,0.1,0.2,0.0
2023-06-29,30.1,6.6,73.0,5.7,0.0,0.0
2023-06-30,30.4,4.2,73.0,10.0,0.0,0.0
2023-07-01,29.2,6.6,78.0,3.7,1.7,2.5
2023-07-02,30.2,6.1,75.0,11.8,0.6,0.5
2023-07-03,30.1,5.3,74.0,11.4,0.0,0.0
2023-07-04,30.3,5.9,71.0,11.2,0.0,0.0
2023-07-05,30.8,5.5,69.0,11.7,0.0,0.0
2023-07-06,30.6,4.7,75.0,9.1,0.0,0.0
2023-07-07,30.8,5.2,71.0,10.4,0.0,0.0
2023-07-08,31.0,5.2,71.0,11.8,0.0,0.0
2023-07-09,30.8,5.0,72.0,10.3,0.0,0.0
2023-07-10,30.8,5.1,73.0,10.8,0.0,0.0
2023-07-11,29.3,4.8,79.0,2.0,2.7,18.5
2023-07-12,29.6,8.4,74.0,8.3,0.6,11.0
2023-07-13,30.3,6.4,74.0,8.5,0.0,0.0
2023-07-14,31.1,6.8,67.0,9.0,0.0,0.0
2023-07-15,31.6,6.2,67.0,9.1,0.1,0.0
2023-07-16,29.9,6.4,77.0,3.3,0.8,12.5
2023-07-17,31.2,6.4,65.0,10.7,0.0,0.0
2023-07-18,30.1,7.2,72.0,3.3,3.3,1.5
2023-07-19,29.4,9.1,76.0,2.7,4.0,29.0
2023-07-20,28.8,7.1,80.0,4.6,2.2,12.0
2023-07-21,29.8,7.8,75.0,11.3,0.5,0.0
2023-07-22,30.0,6.3,75.0,7.7,0.0,0.0
2023-07-23,29.5,6.4,82.0,4.8,2.1,5.5
2023-07-24,30.2,7.3,71.0,10.2,0.0,0.0
2023-07-25,30.4,7.5,73.0,9.4,0.1,8.0
2023-07-26,28.0,3.7,86.0,0.0,10.2,11.0
2023-07-27,26.4,2.5,90.0,0.0,14.9,20.0
2023-07-28,25.6,4.0,93.0,0.0,18.3,106.0
2023-07-29,29.2,5.6,82.0,7.8,0.0,0.0
2023-07-30,28.6,7.7,84.0,1.3,3.3,26.0
2023-07-31,28.8,6.0,78.0,5.4,0.2,0.0
2023-08-01,29.8,6.4,76.0,9.7,0.0,0.0
2023-08-02,29.5,4.3,82.0,3.2,0.3,0.0
2023-08-03,30.2,5.1,80.0,1.9,0.0,0.0
2023-08-04,30.0,2.7,83.0,3.0,0.0,0.0
2023-08-05,30.0,2.8,84.0,2.7,0.0,0.0
2023-08-06,29.7,2.6,86.0,1.1,0.5,0.5
2023-08-07,29.1,5.7,85.0,3.8,1.0,10.5
2023-08-08,29.2,5.4,84.0,2.9,1.5,18.5
2023-08-09,29.4,7.0,81.0,5.7,1.3,14.0
2023-08-10,26.0,4.3,95.0,0.0,17.2,190.5
2023-08-11,27.4,6.2,87.0,1.4,8.0,52.0
2023-08-12,29.1,6.5,80.0,7.9,0.5,4.0
2023-08-13,28.7,4.8,83.0,3.1,0.8,5.0
2023-08-14,27.9,4.5,87.0,1.9,3.9,35.0
2023-08-15,29.0,5.8,83.0,3.2,1.6,14.5
2023-08-16,28.8,4.7,86.0,1.3,1.1,9.5
2023-08-17,26.6,2.4,89.0,1.1,1.7,3.0
2023-08-18,27.2,5.1,86.0,2.0,1.1,18.0
2023-08-19,27.5,3.7,84.0,1.6,0.9,2.0
2023-08-20,29.1,6.5,78.0,11.0,0.0,0.0
2023-08-21,29.8,6.1,78.0,10.7,0.1,0.0
2023-08-22,29.9,5.8,77.0,9.4,0.0,0.0
2023-08-23,30.1,5.5,72.0,9.6,0.0,0.0
2023-08-24,29.8,6.3,72.0,8.5,0.0,0.0
2023-08-25,29.9,7.4,71.0,10.1,0.3,0.0
2023-08-26,29.3,6.0,77.0,6.3,0.0,0.0
2023-08-27,29.4,5.2,73.0,6.4,0.0,0.0
2023-08-28,30.0,7.6,70.0,10.8,0.0,0.0
2023-08-29,30.6,6.4,72.0,8.5,0.1,0.0
2023-08-30,29.7,5.0,81.0,2.0,0.8,0.0
2023-08-31,27.5,5.6,87.0,0.2,10.2,33.0
2023-09-01,28.5,6.7,83.0,4.8,2.6,12.0
2023-09-02,29.0,5.0,84.0,2.8,1.8,6.5
2023-09-03,27.8,3.2,87.0,0.0,5.2,10.0
2023-09-04,26.5,5.0,91.0,1.6,8.2,28.5
2023-09-05,28.3,5.9,84.0,2.9,0.6,0.0
2023-09-06,28.8,6.5,80.0,7.9,0.8,0.5
2023-09-07,27.3,6.7,87.0,1.1,8.0,143.5
2023-09-08,25.9,4.1,94.0,0.0,8.8,94.0
2023-09-09,25.4,3.9,93.0,0.0,12.9,49.5
2023-09-10,25.8,3.3,93.0,0.0,9.9,48.5
2023-09-11,27.5,6.4,83.0,5.6,0.5,0.5
2023-09-12,28.2,5.3,78.0,7.9,0.0,0.0
2023-09-13,28.6,5.1,75.0,7.6,0.0,0.0
2023-09-14,28.9,5.8,73.0,8.1,0.0,0.0
2023-09-15,28.9,5.4,72.0,8.6,0.0,0.0
2023-09-16,29.3,6.7,70.0,8.6,0.0,0.0
2023-09-17,29.9,5.3,70.0,4.8,0.0,0.0
2023-09-18,30.2,6.0,67.0,9.1,0.0,0.0
2023-09-19,29.6,6.3,71.0,9.4,0.0,0.0
2023-09-20,29.8,4.9,72.0,10.8,0.0,0.0
2023-09-21,30.3,5.4,70.0,8.3,0.0,0.0
2023-09-22,29.9,5.6,75.0,6.8,0.0,0.0
2023-09-23,29.7,5.1,75.0,9.1,0.0,0.0
2023-09-24,29.9,4.9,76.0,7.8,0.0,0.0
2023-09-25,29.9,4.9,78.0,7.2,0.0,0.0
2023-09-26,30.1,5.9,73.0,9.7,0.0,0.0
2023-09-27,29.3,4.2,77.0,2.8,0.0,0.0
2023-09-28,28.8,5.1,81.0,4.8,0.9,0.5
2023-09-29,29.6,6.1,76.0,9.9,0.0,0.0
2023-09-30,30.2,5.8,74.0,9.3,0.0,0.0
2023-10-01,30.1,6.1,75.0,8.0,0.0,0.0
2023-10-02,29.5,7.5,69.0,8.8,0.0,0.0
2023-10-03,28.0,7.4,65.0,9.3,0.0,0.0
2023-10-04,27.1,1.4,83.0,0.0,1.2,0.0
2023-10-05,27.6,3.2,77.0,0.0,1.1,0.0
2023-10-06,26.2,4.8,86.0,0.1,6.7,13.0
2023-10-07,27.2,6.5,83.0,2.4,0.1,0.0
2023-10-08,27.4,7.3,84.0,2.1,0.8,4.0
2023-10-09,27.8,6.1,81.0,9.5,0.0,0.0
2023-10-10,27.6,6.2,78.0,5.1,0.0,0.0
2023-10-11,27.5,6.7,72.0,8.7,0.0,0.0
2023-10-12,27.2,8.6,69.0,8.9,0.0,0.0
2023-10-13,27.6,6.6,69.0,8.7,0.0,0.0
2023-10-14,27.4,7.3,72.0,8.1,0.0,0.0
2023-10-15,26.6,5.8,67.0,0.6,0.0,0.0
2023-10-16,26.0,4.5,69.0,0.0,1.0,0.0
2023-10-17,25.7,4.5,76.0,0.0,1.1,0.0
2023-10-18,26.6,5.0,73.0,0.1,0.0,0.0
2023-10-19,27.2,6.8,73.0,8.3,0.0,0.0
2023-10-20,27.2,8.6,73.0,7.4,0.0,0.0
2023-10-21,26.0,8.0,71.0,5.1,0.0,0.0
2023-10-22,26.9,7.0,69.0,9.2,0.0,0.0
2023-10-23,27.0,7.0,75.0,9.1,0.0,0.0
2023-10-24,27.3,6.1,78.0,7.9,0.0,0.0
2023-10-25,27.4,6.2,77.0,7.6,0.0,0.0
2023-10-26,27.2,5.4,77.0,8.9,0.0,0.0
2023-10-27,26.7,5.3,74.0,8.1,0.0,0.0
2023-10-28,26.6,6.4,73.0,8.1,0.0,0.0
2023-10-29,26.2,6.8,71.0,8.5,0.0,0.0
2023-10-30,26.0,8.3,69.0,8.2,0.0,0.0
2023-10-31,26.2,7.3,72.0,9.2,0.0,0.0
2023-11-01,26.6,5.3,73.0,9.8,0.0,0.0
2023-11-02,26.5,6.1,76.0,9.3,0.0,0.0
2023-11-03,26.3,7.4,76.0,9.6,0.0,0.0
2023-11-04,26.7,8.9,71.0,9.9,0.0,0.0
2023-11-05,27.3,7.9,68.0,10.3,0.0,0.0
2023-11-06,27.9,7.8,65.0,9.5,0.0,0.0
2023-11-07,26.3,6.9,72.0,3.8,0.0,0.0
2023-11-08,26.1,6.5,70.0,10.2,0.0,0.0
2023-11-09,26.6,6.9,77.0,7.4,0.0,0.0
2023-11-10,28.0,9.6,71.0,9.7,0.0,0.0
2023-11-11,26.0,8.1,75.0,9.8,0.0,0.0
2023-11-12,24.4,7.0,73.0,6.5,0.0,0.0
2023-11-13,22.5,7.0,66.0,8.1,0.0,0.0
2023-11-14,22.6,7.9,66.0,5.8,0.0,0.0
2023-11-15,23.8,8.6,72.0,10.2,0.0,0.0
2023-11-16,24.1,8.1,72.0,5.2,0.0,0.0
2023-11-17,19.6,7.7,54.0,2.9,0.0,0.0
2023-11-18,19.0,9.6,44.0,9.6,0.0,0.0
2023-11-19,20.3,9.5,59.0,10.2,0.0,0.0
2023-11-20,21.8,7.2,65.0,9.1,0.0,0.0
2023-11-21,22.8,8.3,65.0,10.2,0.0,0.0
2023-11-22,23.1,8.4,66.0,10.2,0.0,0.0
2023-11-23,23.1,9.2,68.0,10.1,0.0,0.0
2023-11-24,22.9,7.9,67.0,10.1,0.0,0.0
2023-11-25,22.4,8.4,67.0,10.0,0.0,0.0
2023-11-26,22.2,7.9,73.0,9.5,0.0,0.0
2023-11-27,22.8,8.0,70.0,5.9,0.0,0.0
2023-11-28,23.5,9.1,69.0,7.5,0.0,0.0
2023-11-29,25.2,6.0,67.0,3.2,0.4,0.0
2023-11-30,23.9,7.3,73.0,2.6,0.0,0.0
2023-12-01,21.1,6.6,74.0,2.9,0.0,0.0
2023-12-02,20.8,8.5,71.0,7.9,0.0,0.0
2023-12-03,21.3,6.0,77.0,0.0,0.0,0.0
2023-12-04,22.3,6.2,76.0,0.7,0.3,0.0
2023-12-05,22.4,7.2,77.0,7.4,0.0,0.0
2023-12-06,21.7,5.5,72.0,3.4,0.0,0.0
2023-12-07,22.2,8.4,58.0,9.1,0.0,0.0
2023-12-08,22.7,7.0,67.0,7.5,0.0,0.0
2023-12-09,24.3,9.6,60.0,9.0,0.0,0.0
2023-12-10,25.5,8.2,64.0,9.5,0.0,0.0
2023-12-11,25.9,5.6,76.0,3.3,0.0,0.0
2023-12-12,25.2,8.2,77.0,7.8,0.1,0.0
2023-12-13,23.3,8.6,76.0,8.2,0.0,0.0
2023-12-14,23.8,6.3,82.0,6.4,0.0,0.0
2023-12-15,24.9,8.4,76.0,8.6,0.0,0.0
2023-12-16,21.4,11.8,70.0,9.8,0.0,0.0
2023-12-17,17.5,6.8,65.0,1.6,0.6,0.0
2023-12-18,20.4,8.6,72.0,8.1,0.0,0.0
2023-12-19,21.4,7.9,79.0,2.2,0.0,0.0
2023-12-20,17.5,4.4,78.0,0.0,5.1,7.0
2023-12-21,15.1,4.4,72.0,0.1,1.6,0.0
2023-12-22,13.4,6.1,61.0,3.4,0.0,0.0
2023-12-23,16.5,6.6,65.0,0.0,0.2,0.0
2023-12-24,16.7,9.1,73.0,7.8,0.0,0.0
2023-12-25,15.9,11.1,64.0,9.6,0.0,0.0
2023-12-26,17.5,9.8,67.0,0.4,0.0,0.0
2023-12-27,20.2,5.1,82.0,0.0,0.1,0.0
2023-12-28,19.6,3.8,90.0,0.0,3.1,5.5
2023-12-29,19.8,8.6,86.0,9.3,0.0,0.0
2023-12-30,19.6,4.4,93.0,0.5,3.7,2.5
2023-12-31,21.7,10.1,77.0,9.4,0.0,0.0
2024-01-01,19.1,6.9,67.0,4.6,0.0,0.0
2024-01-02,19.2,9.0,73.0,5.5,0.0,0.0
2024-01-03,18.5,8.9,76.0,8.5,0.0,0.0
2024-01-04,17.3,9.8,66.0,9.2,0.0,0.0
2024-01-05,19.0,8.1,72.0,9.7,0.0,0.0
2024-01-06,19.2,9.0,74.0,7.1,0.0,0.0
2024-01-07,18.9,9.0,70.0,5.6,0.0,0.0
2024-01-08,18.9,9.8,70.0,4.9,0.0,0.0
2024-01-09,19.9,8.9,82.0,4.8,0.0,0.0
2024-01-10,18.9,8.2,65.0,9.7,0.0,0.0
2024-01-11,16.8,9.2,53.0,9.7,0.0,0.0
